Mod:Item:MetaData, Localized Name
mekanismtools:glowstoneaxe, 荧石斧
mekanismtools:glowstoneshovel, 荧石锹
mekanismtools:glowstonehoe, 荧石锄
mekanismtools:glowstonesword, 荧石剑
mekanismtools:glowstonepaxel, 荧石镐尖斧
mekanismtools:glowstonehelmet, 荧石头盔
mekanismtools:glowstonechestplate, 荧石胸甲
mekanismtools:glowstoneleggings, 荧石护腿
mekanismtools:glowstoneboots, 荧石靴子
mekanismtools:glowstoneshield, 荧石盾
mekanismtools:bronzepickaxe, 青铜镐
mekanismtools:bronzeaxe, 青铜斧
mekanismtools:bronzeshovel, 青铜锹
mekanismtools:bronzehoe, 青铜锄
mekanismtools:bronzesword, 青铜剑
mekanismtools:bronzepaxel, 青铜镐尖斧
mekanismtools:bronzehelmet, 青铜头盔
mekanismtools:bronzechestplate, 青铜胸甲
mekanismtools:bronzeleggings, 青铜护腿
mekanismtools:bronzeboots, 青铜靴子
mekanismtools:bronzeshield, 青铜盾
mekanismtools:osmiumpickaxe, 锇镐
mekanismtools:osmiumaxe, 锇斧
mekanismtools:osmiumshovel, 锇锹
mekanismtools:osmiumhoe, 锇锄
mekanismtools:osmiumsword, 锇剑
mekanismtools:osmiumpaxel, 锇镐尖斧
mekanismtools:osmiumhelmet, 锇头盔
mekanismtools:osmiumchestplate, 锇胸甲
mekanismtools:osmiumleggings, 锇护腿
mekanismtools:osmiumboots, 锇靴子
mekanismtools:osmiumshield, 锇盾
mekanismtools:obsidianpickaxe, 黑曜石镐
mekanismtools:obsidianaxe, 黑曜石斧
mekanismtools:obsidianshovel, 黑曜石锹
mekanismtools:obsidianhoe, 黑曜石锄
mekanismtools:obsidiansword, 黑曜石剑
mekanismtools:obsidianpaxel, 黑曜石镐尖斧
mekanismtools:obsidianhelmet, 黑曜石头盔
mekanismtools:obsidianchestplate, 黑曜石胸甲
mekanismtools:obsidianleggings, 黑曜石护腿
mekanismtools:obsidianboots, 黑曜石靴子
mekanismtools:obsidianshield, 黑曜石盾
mekanismtools:lapislazulipickaxe, 青金石镐
mekanismtools:lapislazuliaxe, 青金石斧
mekanismtools:lapislazulishovel, 青金石锹
mekanismtools:lapislazulihoe, 青金石锄
mekanismtools:lapislazulisword, 青金石剑
mekanismtools:lapislazulipaxel, 青金石镐尖斧
mekanismtools:lapislazulihelmet, 青金石头盔
mekanismtools:lapislazulichestplate, 青金石胸甲
mekanismtools:lapislazulileggings, 青金石护腿
mekanismtools:lapislazuliboots, 青金石靴子
mekanismtools:lapisshield, 青金石盾
mekanismtools:steelpickaxe, 钢镐
mekanismtools:steelaxe, 钢斧
mekanismtools:steelshovel, 钢锹
mekanismtools:steelhoe, 钢锄
mekanismtools:steelsword, 钢剑
mekanismtools:steelpaxel, 钢镐尖斧
mekanismtools:steelhelmet, 钢头盔
mekanismtools:steelchestplate, 钢胸甲
mekanismtools:steelleggings, 钢护腿
mekanismtools:steelboots, 钢靴子
mekanismtools:steelshield, 钢盾
mekanismgenerators:solarpanel, 太阳能板
mekanismgenerators:hohlraum, 黑体辐射腔
mekanismgenerators:turbineblade, 涡轮叶片
mekanismgenerators:module_solar_recharging_unit, 太阳能充电单元
mekanismgenerators:module_geothermal_generator_unit, 地热能生成单元
mekanismgenerators:generator:0, 热力发电机
mekanismgenerators:generator:1, 太阳能发电机
mekanismgenerators:generator:3, 燃气发电机
mekanismgenerators:generator:4, 生物能发电机
mekanismgenerators:generator:5, 高级太阳能发电机
mekanismgenerators:generator:6, 风力发电机
mekanismgenerators:generator:7, 涡轮转子
mekanismgenerators:generator:8, 复杂旋钮装置
mekanismgenerators:generator:9, 电磁线圈
mekanismgenerators:generator:10, 涡轮外壳
mekanismgenerators:generator:11, 涡轮阀门
mekanismgenerators:generator:12, 涡轮排气口
mekanismgenerators:generator:13, 饱和冷凝器
mekanismgenerators:reactor:0, 反应堆控制器
mekanismgenerators:reactor:1, 反应堆框架
mekanismgenerators:reactor:2, 反应堆端口
mekanismgenerators:reactor:3, 反应堆逻辑适配器
mekanismgenerators:reactorglass:0, 强化玻璃
mekanismgenerators:reactorglass:1, 激光聚焦矩阵
mekanismmultiblockmachine:gas_adsorption_fractionation_module, 气体清理模块
mekanismmultiblockmachine:high_frequency_fusion_molding_module, 等离子喷嘴模块
mekanismmultiblockmachine:laserlenses, 激光透镜
mekanismmultiblockmachine:advanced_electrolysis_core, 高级电解核心
mekanismmultiblockmachine:multiblockgenerator:0, 大型风力发电机
mekanismmultiblockmachine:multiblockgenerator:1, 大型热力发电机
mekanismmultiblockmachine:multiblockgenerator:2, 大型燃气发电机
mekanismmultiblockmachine:multiblockmachine:0, 大型电解分离器
mekanismmultiblockmachine:multiblockmachine:1, 大型化学灌注器
mekanismmultiblockmachine:multiblockmachine:2, 大型化学清洗机
mekanismmultiblockmachine:multiblockmachine:3, 数字组装机
mekanismmultiblockmachine:midsizegastank, 中型气体储罐
mekanismmultiblockmachine:multiblockgastank, 大型气体储罐
simpleoregen:cheshirerose, 金樱子
simpleoregen:surfacealuminumore, 铝土矿石
simpleoregen:surfacearditeore, 阿迪特矿石
simpleoregen:surfacecobaltore, 钴矿石
simpleoregen:surfacecopperore, 铜矿石
simpleoregen:surfacedilithiumore, 双锂矿石
simpleoregen:surfaceiridiumore, 铱矿石
simpleoregen:surfaceleadore, 铅矿石
simpleoregen:surfacemagnetiteore, 磁石矿石
simpleoregen:surfacenickelore, 镍矿石
simpleoregen:surfaceplatinumore, 铂矿石
simpleoregen:surfacequartzore, 石英矿石
simpleoregen:surfacesilverore, 银矿石
simpleoregen:surfacetinore, 锡矿石
simpleoregen:surfaceuraniumore, 铀矿石
simpleoregen:surfacepyriteore, 黄铁矿石
simpleoregen:surfacecinnabarore, 朱砂矿石
simpleoregen:surfacerubyore, 红宝石矿石
simpleoregen:surfacerutileore, 金红石
simpleoregen:surfacesapphireore, 蓝宝石矿石
simpleoregen:surfacesphaleriteore, 方铅矿石
simpleoregen:surfacetungstenore, 钨矿砂矿石
simpleoregen:surfacesheldoniteore, 月光石
simpleoregen:surfaceperidotore, 橄榄石矿石
simpleoregen:surfacesodaliteore, 方钠石矿石
simpleoregen:surfacezincore, 锌矿石
simpleoregen:netheraluminumore, 下界铝土矿石
simpleoregen:netherarditeore, 下界阿迪特矿石
simpleoregen:nethercertusquartzore, 下界赛特斯石英矿石
simpleoregen:netherchargedcertusquartzore, 下界充能赛特斯石英矿石
simpleoregen:nethercoalore, 下界煤矿石
simpleoregen:nethercobaltore, 下界钴矿石
simpleoregen:nethercopperore, 下界铜矿石
simpleoregen:nethercinnabarore, 下界朱砂矿石
simpleoregen:netherdiamondore, 下界钻石
simpleoregen:netherdilithiumore, 下界双锂矿石
simpleoregen:netheremeraldore, 下界绿宝石矿石
simpleoregen:netheriridiumore, 下界铱矿石
simpleoregen:netherironore, 下界铁矿石
simpleoregen:nethergoldore, 下界金矿石
simpleoregen:netherlapisore, 下界青金石矿石
simpleoregen:netherleadore, 下界铅矿石
simpleoregen:nethermagnetiteore, 下界磁铁矿石
simpleoregen:nethernickelore, 下界镍矿石
simpleoregen:netherosmiumore, 下界锇矿石
simpleoregen:netherplatinumore, 下界铂矿石
simpleoregen:netherpyriteore, 下界黄铁矿石
simpleoregen:netherquartzore, 下界石英矿石
simpleoregen:netherredstoneore, 下界红石矿石
simpleoregen:nethersilverore, 下界银矿石
simpleoregen:nethersphaleriteore, 下界闪锌矿矿石
simpleoregen:nethertinore, 下界锡矿石
simpleoregen:netheruraniumore, 下界铀矿石
simpleoregen:nethergalenaore, 下界方铅矿矿石
simpleoregen:netherrubyore, 下界红宝石矿石
simpleoregen:netherrutileore, 下界金红石矿石
simpleoregen:nethersapphireore,  下界蓝宝石矿石
simpleoregen:nethertungstenore, 下界钨矿石
simpleoregen:nethersheldoniteore, 下界月光石矿石
simpleoregen:netherperidotore, 下界橄榄石矿石
simpleoregen:nethersodaliteore, 下界方钠石矿石
simpleoregen:netherzincore, 下界锌矿石
simpleoregen:endaluminumore, 末地铝土矿石
simpleoregen:endarditeore, 末地阿迪特矿石
simpleoregen:endcertusquartzore, 末地赛特斯石英矿石
simpleoregen:endchargedcertusquartzore, 末地充能赛特斯石英矿石
simpleoregen:endcoalore, 末地煤矿石
simpleoregen:endcobaltore, 末地钴矿石
simpleoregen:endcopperore, 末地铜矿石
simpleoregen:enddiamondore, 末地钻石矿石
simpleoregen:enddilithiumore, 末地双锂矿石
simpleoregen:endemeraldore, 末地绿宝石矿石
simpleoregen:endiridiumore, 末地铱矿石
simpleoregen:endironore, 末地铁矿石
simpleoregen:endgoldore, 末地金矿石
simpleoregen:endlapisore, 末地青金石矿石
simpleoregen:endleadore, 末地铅矿石
simpleoregen:endmagnetiteore, 末地磁铁矿石
simpleoregen:endnickelore, 末地镍矿石
simpleoregen:endosmiumore, 末地锇矿石
simpleoregen:endquartzore, 末地石英矿石
simpleoregen:endplatinumore, 末地铂矿石
simpleoregen:endredstoneore, 末地红石矿石
simpleoregen:endsilverore, 末地银矿石
simpleoregen:endtinore, 末地锡矿石
simpleoregen:enduraniumore, 末地铀矿石
simpleoregen:endgalenaore, 末地方铅矿矿石
simpleoregen:endrubyore, 末地红宝石矿石
simpleoregen:endrutileore, 末地金红石矿石
simpleoregen:endsapphireore, 末地蓝宝石矿石
simpleoregen:endpyriteore, 末地黄铁矿矿石
simpleoregen:endcinnabarore, 末地朱砂矿矿石
simpleoregen:endsphaleriteore, 末地闪锌矿矿石
simpleoregen:endtungstenore, 末地钨矿石
simpleoregen:endsheldoniteore, 末地月光石矿石
simpleoregen:endperidotore, 末地橄榄石矿石
simpleoregen:endsodaliteore, 末地方钠石矿石
simpleoregen:endzincore, 末地锌矿石
simpleoregen:aluminumingot, 铝锭
simpleoregen:copperingot, 铜锭
simpleoregen:iridiumingot, 铱锭
simpleoregen:leadingot, 铅锭
simpleoregen:nickelingot, 镍锭
simpleoregen:platinumingot, 铂锭
simpleoregen:quartz, 石英
simpleoregen:ruby, 红宝石
simpleoregen:sapphire, 蓝宝石
simpleoregen:silveringot, 银锭
simpleoregen:tiningot, 锡锭
simpleoregen:titaniumingot, 钛锭
simpleoregen:uraniumingot, 铀锭
simpleoregen:heartdiamond, 心形钻石
simpleoregen:zincingot, 锌锭
bloodmagic:altar, 血之祭坛
bloodmagic:blood_rune:0, 空白符文
bloodmagic:blood_rune:1, 速度符文
bloodmagic:blood_rune:2, 效率符文
bloodmagic:blood_rune:3, 献祭符文
bloodmagic:blood_rune:4, 牺牲符文
bloodmagic:blood_rune:5, 转位符文
bloodmagic:blood_rune:6, 增容符文
bloodmagic:blood_rune:7, 超容符文
bloodmagic:blood_rune:8, 宝珠符文
bloodmagic:blood_rune:9, 促进符文
bloodmagic:blood_rune:10, 充能符文
bloodmagic:ritual_controller:0, 主仪式石
bloodmagic:ritual_controller:1, 不完善的仪式石
bloodmagic:ritual_controller:2, 反转的主仪式石
bloodmagic:ritual_stone:0, 仪式石
bloodmagic:ritual_stone:1, 水之仪式石
bloodmagic:ritual_stone:2, 火之仪式石
bloodmagic:ritual_stone:3, 土之仪式石
bloodmagic:ritual_stone:4, 风之仪式石
bloodmagic:ritual_stone:5, 薄暮仪式石
bloodmagic:ritual_stone:6, 破晓仪式石
bloodmagic:teleposer, 传送器
bloodmagic:soul_forge, 狱火熔炉
bloodmagic:incense_altar, 熏香祭坛
bloodmagic:demon_crucible, 恶魔坩埚
bloodmagic:demon_pylon, 恶魔导能塔
bloodmagic:demon_crystallizer, 恶魔结晶坛
bloodmagic:demon_crystal:0, [原生]意志晶簇
bloodmagic:demon_crystal:1, [腐蚀]意志晶簇
bloodmagic:demon_crystal:2, [破坏]意志晶簇
bloodmagic:demon_crystal:3, [复仇]意志晶簇
bloodmagic:demon_crystal:4, [坚毅]意志晶簇
bloodmagic:alchemy_table, 炼金术桌
bloodmagic:decorative_brick:0, 大血石砖
bloodmagic:decorative_brick:1, 血石砖
bloodmagic:path:0, 木制路面
bloodmagic:path:1, 木瓦路面
bloodmagic:path:2, 石砖路面
bloodmagic:path:3, 石瓦路面
bloodmagic:path:4, 碎石砖路面
bloodmagic:path:5, 碎石路面
bloodmagic:path:6, 黑曜石砖路面
bloodmagic:path:7, 黑曜石瓦路面
bloodmagic:master_routing_node, 主控路由节点
bloodmagic:input_routing_node, 输入路由节点
bloodmagic:output_routing_node, 输出路由节点
bloodmagic:item_routing_node, 路由节点
bloodmagic:blood_tank:0, 血法师的储罐 层级 1
bloodmagic:blood_tank:1, 血法师的储罐 层级 2
bloodmagic:blood_tank:2, 血法师的储罐 层级 3
bloodmagic:blood_tank:3, 血法师的储罐 层级 4
bloodmagic:blood_tank:4, 血法师的储罐 层级 5
bloodmagic:blood_tank:5, 血法师的储罐 层级 6
bloodmagic:blood_tank:6, 血法师的储罐 层级 7
bloodmagic:blood_tank:7, 血法师的储罐 层级 8
bloodmagic:blood_tank:8, 血法师的储罐 层级 9
bloodmagic:blood_tank:9, 血法师的储罐 层级 10
bloodmagic:blood_tank:10, 血法师的储罐 层级 11
bloodmagic:blood_tank:11, 血法师的储罐 层级 12
bloodmagic:blood_tank:12, 血法师的储罐 层级 13
bloodmagic:blood_tank:13, 血法师的储罐 层级 14
bloodmagic:blood_tank:14, 血法师的储罐 层级 15
bloodmagic:blood_tank:15, 血法师的储罐 层级 16
bloodmagic:mimic:0, [悬幽]拟态方块
bloodmagic:mimic:1, 拟态方块
bloodmagic:mimic:2, [清透]拟态方块
bloodmagic:mimic:3, [光亮]拟态方块
bloodmagic:mimic:4, [感知]拟态方块
bloodmagic:demon_brick_1:0, 原生石砖
bloodmagic:demon_brick_1:1, 腐蚀石砖
bloodmagic:demon_brick_1:2, 破坏石砖
bloodmagic:demon_brick_1:3, 复仇石砖
bloodmagic:demon_brick_1:4, 坚毅石砖
bloodmagic:demon_brick_2:0, 小原生石砖
bloodmagic:demon_brick_2:1, 小腐蚀石砖
bloodmagic:demon_brick_2:2, 小破坏石砖
bloodmagic:demon_brick_2:3, 小复仇石砖
bloodmagic:demon_brick_2:4, 小坚毅石砖
bloodmagic:demon_brick_2:5, 原生石瓦
bloodmagic:demon_brick_2:6, 腐蚀石瓦
bloodmagic:demon_brick_2:7, 破坏石瓦
bloodmagic:demon_brick_2:8, 复仇石瓦
bloodmagic:demon_brick_2:9, 坚毅石瓦
bloodmagic:demon_brick_2:10, 二重原生石瓦
bloodmagic:demon_brick_2:11, 二重腐蚀石瓦
bloodmagic:demon_brick_2:12, 二重破坏石瓦
bloodmagic:demon_brick_2:13, 二重复仇石瓦
bloodmagic:demon_brick_2:14, 二重坚毅石瓦
bloodmagic:demon_extras:0, 原生石头
bloodmagic:demon_extras:1, 腐蚀石头
bloodmagic:demon_extras:2, 破坏石头
bloodmagic:demon_extras:3, 复仇石头
bloodmagic:demon_extras:4, 坚毅石头
bloodmagic:demon_extras:5, 磨制原生石
bloodmagic:demon_extras:6, 磨制腐蚀石
bloodmagic:demon_extras:7, 磨制破坏石
bloodmagic:demon_extras:8, 磨制复仇石
bloodmagic:demon_extras:9, 磨制坚毅石
bloodmagic:demon_extras:10, 原生意志合金
bloodmagic:demon_extras:11, 腐蚀意志合金
bloodmagic:demon_extras:12, 破坏意志合金
bloodmagic:demon_extras:13, 复仇意志合金
bloodmagic:demon_extras:14, 坚毅意志合金
bloodmagic:demon_pillar_1:0, 原生石柱
bloodmagic:demon_pillar_1:1, 腐蚀石柱
bloodmagic:demon_pillar_1:2, 破坏石柱
bloodmagic:demon_pillar_1:3, 复仇石柱
bloodmagic:demon_pillar_1:4, 坚毅石柱
bloodmagic:demon_pillar_2:0, 二重原生石柱
bloodmagic:demon_pillar_2:1, 二重腐蚀石柱
bloodmagic:demon_pillar_2:2, 二重破坏石柱
bloodmagic:demon_pillar_2:3, 二重复仇石柱
bloodmagic:demon_pillar_2:4, 二重坚毅石柱
bloodmagic:demon_pillar_cap_1:0, 原生顶柱
bloodmagic:demon_pillar_cap_1:1, 腐蚀顶柱
bloodmagic:demon_pillar_cap_2:0, 破坏顶柱
bloodmagic:demon_pillar_cap_2:1, 复仇顶柱
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, [原生]意志之瞳
bloodmagic:demon_light:1, [腐蚀]意志之瞳
bloodmagic:demon_light:2, [破坏]意志之瞳
bloodmagic:demon_light:3, [复仇]意志之瞳
bloodmagic:demon_light:4, [坚毅]意志之瞳
bloodmagic:demon_wall_1:0, 原生石砖墙
bloodmagic:demon_wall_1:1, 腐蚀石砖墙
bloodmagic:demon_wall_1:2, 破坏石砖墙
bloodmagic:demon_wall_1:3, 复仇石砖墙
bloodmagic:demon_wall_1:4, 坚毅石砖墙
bloodmagic:demon_wall_1:5, 小原生石砖墙
bloodmagic:demon_wall_1:6, 小腐蚀石砖墙
bloodmagic:demon_wall_1:7, 小破坏石砖墙
bloodmagic:demon_wall_1:8, 小复仇石砖墙
bloodmagic:demon_wall_1:9, 小坚毅石砖墙
bloodmagic:demon_wall_1:10, 原生石墙
bloodmagic:demon_wall_1:11, 腐蚀石墙
bloodmagic:demon_wall_1:12, 破坏石墙
bloodmagic:demon_wall_1:13, 复仇石墙
bloodmagic:demon_wall_1:14, 坚毅石墙
bloodmagic:demon_stairs_1:0, 原生石楼梯
bloodmagic:demon_stairs_1:1, 腐蚀石楼梯
bloodmagic:demon_stairs_2:0, 破坏石楼梯
bloodmagic:demon_stairs_2:1, 复仇石楼梯
bloodmagic:demon_stairs_3, tile.bloodmagic.stairs3..name
bloodmagic:inversion_pillar:0, [原生]反转柱
bloodmagic:inversion_pillar:1, [腐蚀]反转柱
bloodmagic:inversion_pillar:2, [破坏]反转柱
bloodmagic:inversion_pillar:3, [复仇]反转柱
bloodmagic:inversion_pillar:4, [坚毅]反转柱
bloodmagic:inversion_pillar_end:0, [原生]反转柱基
bloodmagic:inversion_pillar_end:1, [原生]反转柱顶盖
bloodmagic:inversion_pillar_end:2, [腐蚀]反转柱基
bloodmagic:inversion_pillar_end:3, [腐蚀]反转柱顶盖
bloodmagic:inversion_pillar_end:4, [破坏]反转柱基
bloodmagic:inversion_pillar_end:5, [破坏]反转柱顶盖
bloodmagic:inversion_pillar_end:6, [复仇]反转柱基
bloodmagic:inversion_pillar_end:7, [复仇]反转柱顶盖
bloodmagic:inversion_pillar_end:8, [坚毅]反转柱基
bloodmagic:inversion_pillar_end:9, [坚毅]反转柱顶盖
bloodmagic:blood_orb:0, [虚弱]气血宝珠
bloodmagic:blood_orb:0, [学徒]气血宝珠
bloodmagic:blood_orb:0, [法师]气血宝珠
bloodmagic:blood_orb:0, [导师]气血宝珠
bloodmagic:blood_orb:0, [贤者]气血宝珠
bloodmagic:activation_crystal:0, [虚弱]激活水晶
bloodmagic:activation_crystal:1, [觉醒]激活水晶
bloodmagic:activation_crystal:2, [创造]激活水晶
bloodmagic:slate:0, 空白石板
bloodmagic:slate:1, 强化石板
bloodmagic:slate:2, 灌输石板
bloodmagic:slate:3, 恶魔石板
bloodmagic:slate:4, 悬幽石板
bloodmagic:inscription_tool:1, 元素铭文工具：水
bloodmagic:inscription_tool:2, 元素铭文工具：火
bloodmagic:inscription_tool:3, 元素铭文工具：土
bloodmagic:inscription_tool:4, 元素铭文工具：风
bloodmagic:inscription_tool:5, 元素铭文工具：薄暮
bloodmagic:sacrificial_dagger:0, 牺牲匕首
bloodmagic:sacrificial_dagger:1, [创造]牺牲匕首
bloodmagic:pack_sacrifice, 斗士铠衣
bloodmagic:pack_self_sacrifice, 血液背包
bloodmagic:dagger_of_sacrifice, 献祭刀
bloodmagic:ritual_diviner:0, 仪式推测仗
bloodmagic:ritual_diviner:1, 仪式推测仗 [薄暮]
bloodmagic:ritual_diviner:2, 仪式推测仗 [破晓]
bloodmagic:ritual_dismantler, 仪式拆卸杖
bloodmagic:ritual_reader, 仪式调整钳
bloodmagic:lava_crystal, 熔岩晶体
bloodmagic:bound_sword, 束缚之剑
bloodmagic:bound_pickaxe, 束缚之镐
bloodmagic:bound_axe, 束缚之斧
bloodmagic:bound_shovel, 束缚之锹
bloodmagic:sigil_divination, 占卜印记
bloodmagic:sigil_air, 风之印记
bloodmagic:sigil_water, 水之印记
bloodmagic:sigil_lava, 熔岩印记
bloodmagic:sigil_void, 虚空印记
bloodmagic:sigil_green_grove, 绿丛印记
bloodmagic:sigil_blood_light, 血光印记
bloodmagic:sigil_elemental_affinity, 元素印记
bloodmagic:sigil_magnetism, 磁引印记
bloodmagic:sigil_suppression, 抑液印记
bloodmagic:sigil_haste, 急速印记
bloodmagic:sigil_fast_miner, 速掘印记
bloodmagic:sigil_seer, 见解印记
bloodmagic:sigil_phantom_bridge, 影桥印记
bloodmagic:sigil_whirlwind, 旋风印记
bloodmagic:sigil_compression, 压挤印记
bloodmagic:sigil_ender_severance, 绝影印记
bloodmagic:sigil_holding, 集持印记
bloodmagic:sigil_teleposition, 传送印记
bloodmagic:sigil_transposition, 移位印记
bloodmagic:sigil_claw, 爪之印记
bloodmagic:sigil_bounce, 弹性印记
bloodmagic:sigil_frost, 冰霜印记
bloodmagic:component:0, 水之试剂
bloodmagic:component:1, 熔岩试剂
bloodmagic:component:2, 风之试剂
bloodmagic:component:3, 采掘试剂
bloodmagic:component:4, 虚空试剂
bloodmagic:component:5, 促生试剂
bloodmagic:component:6, 元素试剂
bloodmagic:component:7, 见解试剂
bloodmagic:component:8, 束缚试剂
bloodmagic:component:9, 抑液试剂
bloodmagic:component:10, 框架零件
bloodmagic:component:11, 血光试剂
bloodmagic:component:12, 磁引试剂
bloodmagic:component:13, 急速试剂
bloodmagic:component:14, 压挤试剂
bloodmagic:component:15, 影桥试剂
bloodmagic:component:16, 隔绝试剂
bloodmagic:component:17, 传送试剂
bloodmagic:component:18, 移位试剂
bloodmagic:component:19, 铁矿砂
bloodmagic:component:20, 金矿砂
bloodmagic:component:21, 煤矿砂
bloodmagic:component:22, 植物油
bloodmagic:component:23, 硫磺
bloodmagic:component:24, 硝石
bloodmagic:component:25, 神经毒素
bloodmagic:component:26, 防腐剂
bloodmagic:component:27, 集持试剂
bloodmagic:component:28, 简单的延时催化剂
bloodmagic:component:29, 简单的功效催化剂
bloodmagic:component:30, 爪之试剂
bloodmagic:component:31, 弹性试剂
bloodmagic:component:32, 霜之试剂
bloodmagic:item_demon_crystal:0, 恶魔意志晶体
bloodmagic:item_demon_crystal:1, 腐蚀意志晶体
bloodmagic:item_demon_crystal:2, 破坏意志晶体
bloodmagic:item_demon_crystal:3, 复仇意志晶体
bloodmagic:item_demon_crystal:4, 坚毅意志晶体
bloodmagic:teleposition_focus:0, 传送核心
bloodmagic:teleposition_focus:1, [加强]传送核心
bloodmagic:teleposition_focus:2, [强化]传送核心
bloodmagic:teleposition_focus:3, [恶魔]传送核心
bloodmagic:experience_tome, 经验手册
bloodmagic:blood_shard:0, [虚弱]气血碎片
bloodmagic:blood_shard:1, [恶魔]气血碎片
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_boots, item.bloodmagic.livingArmour..name
bloodmagic:sentient_armour_helmet, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_chest, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_leggings, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_boots, item.bloodmagic.sentientArmour..name
bloodmagic:altar_maker, 祭坛搭建工具
bloodmagic:upgrade_trainer:0, 束灵盔甲训练手镯
bloodmagic:arcane_ashes, 奥术粉灰
bloodmagic:monster_soul:0, [原生]恶魔意志
bloodmagic:monster_soul:1, [腐蚀]恶魔意志
bloodmagic:monster_soul:2, [破坏]恶魔意志
bloodmagic:monster_soul:3, [复仇]恶魔意志
bloodmagic:monster_soul:4, [坚毅]恶魔意志
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_gem:0, [微小]地狱魂石
bloodmagic:soul_gem:1, [细块]地狱魂石
bloodmagic:soul_gem:2, [普通]地狱魂石
bloodmagic:soul_gem:3, [较大]地狱魂石
bloodmagic:soul_gem:4, [精制]地狱魂石
bloodmagic:soul_snare:0, 原始投网
bloodmagic:sentient_sword, 感知之剑
bloodmagic:sentient_bow, 感知之弓
bloodmagic:sentient_armour_gem, 感知盔甲宝石
bloodmagic:sentient_axe, 感知之斧
bloodmagic:sentient_pickaxe, 感知之镐
bloodmagic:sentient_shovel, 感知之锹
bloodmagic:node_router, 节点连接工具
bloodmagic:base_item_filter:0, 精确物品筛选器
bloodmagic:base_item_filter:1, NBT物品筛选器
bloodmagic:base_item_filter:2, Mod物品筛选器
bloodmagic:base_item_filter:3, 矿物物品筛选器
bloodmagic:base_fluid_filter:0, 精确液体筛选器
bloodmagic:cutting_fluid:0, 基础切削油
bloodmagic:cutting_fluid:1, 爆炸火药
bloodmagic:sanguine_book, 指示之书
bloodmagic:points_upgrade, item.bloodmagic.living_point_upgrade.name
bloodmagic:demon_will_gauge, 灵域测量仪
bloodmagic:potion_flask, 药剂瓶
bloodmagic:alchemic_vial, item.bloodmagic.alchemic_vial.name
bloodmagic:icarus_scroll, 伊卡洛斯卷轴
structurize:sceptergold, 建筑工具
structurize:shapetool, 形状工具
structurize:sceptersteel, 扫描工具
structurize:cactusdoor, 仙人掌门
structurize:caliper, 卡尺
structurize:blocksolidsubstitution, tile.structurize.blockSolidSubstitution.name
structurize:blocksubstitution, 占位符方块
structurize:blockpaperwall:0, 纸墙
structurize:blockpaperwall:1, 纸墙
structurize:blockpaperwall:2, 纸墙
structurize:blockpaperwall:3, 纸墙
structurize:blockshingle_oak, 橡木砖瓦顶
structurize:blockshingle_birch, 桦木砖瓦顶
structurize:blockshingle_jungle, 丛林木砖瓦顶
structurize:blockshingle_spruce, 云杉木砖瓦顶
structurize:blockshingle_dark_oak, 深色橡木砖瓦顶
structurize:blockshingle_acacia, 金合欢木砖瓦顶
structurize:blockshingleslab, 砖瓦台阶
structurize:blockcactusplank, 仙人掌木板
structurize:blockcactustrapdoor, 仙人掌活板门
structurize:blockcactusstair, 仙人掌楼梯
structurize:blockcactusslab_half:0, 仙人掌台阶
structurize:blockcactusfence, 仙人掌栅栏
structurize:blockcactusfencegate, 仙人掌栅栏门
structurize:blocktimberframe_oak_plain, 橡木普通木质框架
structurize:blocktimberframe_oak_doublecrossed, 橡木十字木质框架
